Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class
Spyware-180solutions-0d7d5470bc591cafa96fe99a5d4fa9eac20d77f9fd763c9cf3cba7470c4b2782-1.raw,39,15,11.48717949,0,220.9230769,1562,40.05128205,8616,220.9230769,0,641,3007,42,654,838,99,640,120,177,259,47,85,47,0.029228856,0.052860697,0.029228856,3,3,18,1.0,5,0,5,5,9,7,11,0.113636364,0.0,0.113636364,0.113636364,0.204545455,0.159090909,0.25,138,389,221,26,24,116,0,122,86,0,8,Malware
Ransomware-Maze-907c95100605be0f7c5724493778c8893fc55ad83b04a9762eb5927c99134572-6.raw,40,16,9.65,0,205.675,1534,38.35,8228,210.974359,0,639,2885,42,689,683,97,612,116,164,241,44,82,44,0.028150992,0.052463212,0.028150992,3,3,18,1.0,3,0,4,3,8,5,10,0.069767442,0.0,0.093023256,0.069767442,0.186046512,0.11627907,0.23255814,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,43,13,13.25581395,0,301.7788422,2182,50.74418605,12976,301.7788422,0,1141,4673,47,869,1251,107,842,144,441,388,70,111,70,0.032634033,0.051748252,0.032634033,5,6,30,1.25,1,0,1,1,5,3,7,0.022727273,0.0,0.022727273,0.022727273,0.113636364,0.068181818,0.159090909,138,395,222,26,27,118,0,124,88,0,8,Benign
Spyware-TIBS-5045036bec213df4c03e57feb5f3b97b6e676eb3a1ab220d1596ad71f3246baa-3.raw,44,17,10.15909091,0,210.2045455,1730,39.31818182,9249,210.2045455,0,686,3213,47,756,822,109,691,131,185,279,54,97,54,0.03030303,0.054433221,0.03030303,4,282,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,41,16,11.17074098,0,258.9512659,1822,44.44390615,10618,265.4500475,0,853,3633,45,886,882,101,729,131,345,384,83,121,83,0.044993556,0.065494204,0.044993556,4,5,24,1.333333333,10,0,11,10,15,12,17,0.196078431,0.0,0.215686275,0.196078431,0.294117647,0.235294118,0.333333333,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,40,12,13.39759146,0,300.7509146,2001,50.025,12030,300.7509146,0,1084,4427,44,767,1172,100,739,136,412,332,63,101,63,0.032192131,0.051609607,0.032192131,3,4,18,1.5,2,0,2,2,6,4,8,0.047619048,0.0,0.047619048,0.047619048,0.142857143,0.095238095,0.19047619,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,41,12,12.98965247,0,293.5779755,2025,49.39852193,12036,293.5779755,0,1123,4291,45,803,1161,102,735,141,463,335,61,98,61,0.03114123,0.049926043,0.03114123,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,122,88,0,8,Benign
Benign,42,12,13.12991596,0,298.6427311,2161,51.45457983,12543,305.9510904,0,1079,4393,45,922,1210,104,778,144,422,396,81,118,81,0.037973057,0.055318774,0.037973057,5,6,30,1.25,0,0,1,0,5,2,7,0.0,0.0,0.023809524,0.0,0.119047619,0.047619048,0.166666667,138,395,222,26,27,118,0,125,88,0,8,Benign
Trojan-Scar-7e0a90f8a2c30141edf7c01365b416d9-8.raw,40,16,9.525,0,204.125,1505,37.625,8165,204.125,0,647,2874,43,695,674,98,603,116,166,233,45,84,45,0.029546947,0.055154301,0.029546947,3,3,18,1.0,1,0,1,1,5,3,7,0.024390244,0.0,0.024390244,0.024390244,0.12195122,0.073170732,0.170731707,138,389,221,26,24,116,0,119,86,0,8,Malware
Trojan-Zeus-2c5e925c93b582e83017574d637f637b47f5e53ceaf0ddc182fe60fd9942d3f6-4.raw,32,13,10.3125,0,183.34375,1177,36.78125,5867,183.34375,0,559,1854,33,432,525,81,406,92,88,186,36,67,36,0.02970297,0.055280528,0.02970297,2,2,12,1.0,1,0,1,1,5,3,6,0.03030303,0.0,0.03030303,0.03030303,0.151515152,0.090909091,0.181818182,137,385,220,26,23,114,0,116,88,0,8,Malware
Benign,44,17,10.74790757,0,250.4317037,1905,43.04145729,11086,256.2458833,0,859,3818,49,943,918,110,733,138,379,397,85,126,85,0.044126052,0.06541544,0.044126052,5,6,30,1.25,4,0,5,4,9,6,11,0.083452545,0.0,0.10413207,0.083452545,0.18685017,0.124811595,0.22820922,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,42,12,12.99317018,0,297.2720072,2140,50.95238095,12486,304.5469342,0,1077,4395,45,917,1190,104,774,144,429,385,73,110,73,0.034695817,0.052281369,0.034695817,4,5,24,1.333333333,0,0,1,0,5,2,7,0.0,0.0,0.023809524,0.0,0.119047619,0.047619048,0.166666667,138,395,222,26,27,118,0,125,88,0,8,Benign
Trojan-Refroso-5d1e45f5f9cbabcd33f631b02dea25cb-7.raw,37,15,10.10810811,0,216.1351351,1449,39.16216216,7997,216.1351351,0,628,2825,40,672,663,92,596,113,161,231,44,80,44,0.029911625,0.054384772,0.029911625,3,3,18,1.0,3,0,3,3,7,5,9,0.075,0.0,0.075,0.075,0.175,0.125,0.225,138,389,221,26,24,116,0,119,86,0,8,Malware
Benign,40,12,13.44387937,0,305.7403127,2082,52.05,12229,305.7403127,0,1074,4294,44,887,1182,101,768,140,384,383,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,44,12,12.5,0,282.7640362,2133,48.47727273,12441,282.7640362,0,1153,4434,48,828,1195,109,745,151,459,350,72,112,72,0.034589564,0.053744533,0.034589564,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,43,17,10.64539308,0,250.8862418,1992,45.40920749,11011,253.4306235,0,838,3768,48,941,911,106,750,141,320,362,88,130,88,0.043637429,0.064331096,0.043637429,6,7,36,1.2,6,0,6,6,10,8,12,0.127984322,0.0,0.136733733,0.127984322,0.216223673,0.167729291,0.255968642,138,392,222,26,24,118,0,125,87,0,8,Benign
Ransomware-Shade-3e4d967e83335f4d95926bd3084317669de7e9b6a6adb157e667769ff9b1f2ce-1.raw,42,16,10.71428571,0,209.5952381,1642,39.0952381,8803,209.5952381,0,666,3064,45,679,839,105,648,120,177,264,49,90,49,0.028994083,0.053254438,0.028994083,4,66,24,1.0,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-180solutions-0a775771eaaba599ea3982504f61050a6112c4f43d8ee9ba10db201597f4d619-10.raw,37,15,10.08108108,0,214.8378378,1445,39.05405405,7949,214.8378378,0,628,2811,40,673,658,92,594,113,161,230,42,78,42,0.028806584,0.053497942,0.028806584,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,86,0,8,Malware
Spyware-Gator-0fa2c16047771ef7cc0e98da3fc260dc44b9ec9ce45602dbafb4e04d126c9a78-3.raw,46,19,9.717391304,0,197.3478261,1736,37.73913043,9078,197.3478261,0,678,3113,49,711,818,113,681,135,195,278,59,104,59,0.032887402,0.057971014,0.032887402,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.086956522,0.043478261,0.130434783,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,52,17,11.60289907,0,266.6377751,2411,46.75562312,13899,266.6377751,0,1217,4827,57,1031,1298,128,813,148,547,479,94,143,94,0.038302694,0.058501647,0.038302694,5,6,30,1.25,0,0,0,0,4,2,8,0.016129637,0.0,0.016129637,0.016129637,0.091601335,0.053865486,0.161746502,138,392,222,26,24,118,0,126,87,0,8,Benign
Ransomware-Ako-0c53d1e2172adea02c018b4d0297a6db338e71135c1f7d6fdb279c24806c9351-10.raw,37,15,10.21621622,0,215.4054054,1452,39.24324324,7970,215.4054054,0,633,2813,40,673,662,92,596,113,162,230,43,79,43,0.02931152,0.053851397,0.02931152,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,120,86,0,8,Malware
Trojan-Reconyc-375ec40796deaaa161f9f7c9ae5cb76c-5.raw,42,17,9.666666667,0,207.1190476,1595,37.97619048,8701,217.525,0,659,3099,43,735,739,103,619,124,188,261,48,87,48,0.029447853,0.053374233,0.029447853,6,18,36,1.5,2,0,4,2,8,4,10,0.045454545,0.0,0.090909091,0.045454545,0.181818182,0.090909091,0.227272727,138,389,221,26,24,116,0,121,87,0,8,Malware
Trojan-Refroso-d116adf71397ddd9932f2fe722a2f6b4-6.raw,39,15,9.974358974,0,210.6923077,1520,38.97435897,8217,210.6923077,0,641,2887,42,660,697,100,600,119,176,255,45,83,45,0.028994845,0.053479381,0.028994845,3,3,18,1.0,7,0,7,7,11,9,13,0.152173913,0.0,0.152173913,0.152173913,0.239130435,0.195652174,0.282608696,138,389,221,26,24,116,0,121,87,0,8,Malware
Ransomware-Maze-a39ea521aa57995f510c5f84bf2d4c501ef23a602677a4263af8a3fe222d6546-9.raw,40,16,9.675,0,206.25,1530,38.25,8250,206.25,0,658,2896,43,705,686,98,605,116,170,235,49,88,49,0.031653747,0.056847545,0.031653747,5,8,30,1.25,1,0,1,1,5,3,7,0.024390244,0.0,0.024390244,0.024390244,0.12195122,0.073170732,0.170731707,138,389,221,26,24,116,0,119,86,0,8,Malware
Ransomware-Ako-0b12bcc047c6ae31bc882801fa015fa7d932f1a33a09438ab7d8c1eaa2d85d89-4.raw,44,17,9.272727273,0,197.8636364,1662,37.77272727,8706,197.8636364,0,667,3037,47,693,732,109,650,126,182,271,46,89,46,0.026979472,0.052199413,0.026979472,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,42,16,11.2882002,0,268.0253364,2028,47.59450865,11420,268.0253364,0,887,3851,45,1029,943,104,789,136,327,396,92,134,92,0.044384897,0.064360286,0.044384897,8,30,53,1.673195056,3,0,3,3,7,5,9,0.073011373,0.0,0.073011373,0.073011373,0.159938025,0.116474698,0.196271963,138,392,222,26,24,118,0,123,87,0,8,Benign
Benign,44,12,12.52376646,0,286.3001308,2153,48.93181818,12597,286.3001308,0,1133,4660,48,791,1200,108,751,143,439,347,74,116,74,0.03490566,0.054716981,0.03490566,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,125,88,0,8,Benign
Ransomware-Ako-0b81b0e4f46d01ff65e1387af2b376e03b85ef2d60daddb11a4b052e5966701a-7.raw,37,15,10.10810811,0,215.027027,1445,39.05405405,7956,215.027027,0,629,2816,40,667,663,92,596,113,162,230,43,79,43,0.029492455,0.054183813,0.029492455,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,86,0,8,Malware
Benign,53,17,11.2087757,0,256.0793664,2418,45.62264151,13572,256.0793664,0,1115,4700,60,1019,1232,126,792,157,470,474,114,165,114,0.045949214,0.066505441,0.045949214,9,10,54,1.125,0,0,0,0,4,2,6,0.007166252,0.0,0.007166252,0.007166252,0.082097101,0.044631676,0.119562525,138,392,222,26,24,118,0,126,87,0,8,Benign
Ransomware-Ako-0c3ba7b5f597d920eff282829d14f1f938bf50aca7ee9cf141da910facb57451-6.raw,45,17,9.177777778,0,195.3333333,1673,37.17777778,8791,199.7954545,0,696,3007,47,722,742,110,623,128,229,263,45,88,45,0.026455026,0.051734274,0.026455026,3,3,18,1.0,1,0,2,1,6,3,8,0.02173913,0.0,0.043478261,0.02173913,0.130434783,0.065217391,0.173913043,138,389,221,26,24,116,0,121,87,0,8,Malware
Spyware-CWS-0ae0688ca4e26d57f14d89c0df11e2d9478587173857fad7f8210dd9bc71758c-1.raw,42,16,10.78571429,0,209.1190476,1623,38.64285714,8783,209.1190476,0,661,3052,45,677,841,105,654,120,179,262,49,90,49,0.029323758,0.053859964,0.029323758,3,3,18,1.0,2,0,2,2,6,4,8,0.045454545,0.0,0.045454545,0.045454545,0.136363636,0.090909091,0.181818182,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,41,16,10.96633552,0,255.0245717,1815,44.26829268,10457,261.425186,0,817,3624,45,860,868,101,719,131,325,343,83,121,83,0.04496208,0.065547129,0.04496208,4,5,24,1.333333333,11,0,12,11,16,13,18,0.211538462,0.0,0.230769231,0.211538462,0.307692308,0.25,0.346153846,138,392,222,26,24,118,0,126,87,0,8,Benign
Ransomware-Maze-8c68c7f618f0e8d8a2970517b20c9d421548e4d089f909fb0772cf1fb2f0603d-5.raw,43,17,9.720930233,0,208.372093,1660,38.60465116,8961,213.3571429,0,863,3000,45,695,758,106,664,129,189,284,46,87,46,0.027106659,0.051266942,0.027106659,61,18559,366,12.2,1,0,2,1,6,3,8,0.022727273,0.0,0.045454545,0.022727273,0.136363636,0.068181818,0.181818182,138,389,221,26,24,116,0,122,87,0,8,Malware
Spyware-Gator-1b70ca794067473302116a85f0639ee4f6694c853885c5e0e6fe7791e342a8d5-3.raw,46,19,9.739130435,0,197.4347826,1736,37.73913043,9082,197.4347826,0,677,3115,49,711,819,113,681,135,195,278,58,103,58,0.03234802,0.057445622,0.03234802,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.086956522,0.043478261,0.130434783,138,389,221,26,24,116,0,122,86,0,8,Malware
Trojan-Refroso-7279334bd5a1a050d8e4e0589200d07e-8.raw,40,17,10.025,0,208.925,1570,39.25,8357,208.925,0,647,2906,43,690,715,103,612,122,177,260,47,86,47,0.029596977,0.054156171,0.029596977,11,59,66,2.2,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,86,0,8,Malware
Benign,42,12,13.34625071,0,306.1850301,2194,52.25645868,12859,306.1850301,0,1146,4594,46,877,1240,105,780,142,437,403,79,119,79,0.03645978,0.054920428,0.03645978,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,395,222,26,27,118,0,125,88,0,8,Benign
Ransomware-Shade-8f4f47c22b2c26cd98c81eff93580da6a947bf0a75056aded2a4eb3c86ed6414-9.raw,40,16,9.575,0,202.625,1496,37.4,8105,202.625,0,653,2853,43,688,672,98,602,113,162,233,44,83,44,0.029139073,0.054966887,0.029139073,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,87,0,8,Malware
Benign,42,12,13.47041401,0,303.8224841,2195,52.26190476,12760,303.8224841,0,1098,4485,46,943,1236,105,772,147,415,430,89,128,89,0.040381125,0.058076225,0.040381125,7,8,42,1.166666667,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,40,12,12.98950519,0,288.5002721,1989,49.67701248,11552,288.5002721,0,1033,4092,44,774,1108,101,730,142,392,342,66,103,66,0.033689142,0.052404171,0.033689142,4,5,24,1.333333333,2,0,2,2,6,4,8,0.066765438,0.0,0.066765438,0.066765438,0.159983947,0.113374692,0.20554372,138,395,222,26,27,118,0,123,88,0,8,Benign
Ransomware-Conti-0f245fd3355dca3460a7d5e21a56e2159c956e30f86033db5385ae20a3b793fe-9.raw,38,15,9.657894737,0,203.1578947,1441,37.92105263,7720,203.1578947,0,642,2677,40,627,638,94,580,107,164,225,44,81,44,0.03003413,0.055290102,0.03003413,2,2,12,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.105263158,0.052631579,0.157894737,138,389,221,26,24,116,0,119,86,0,8,Malware
Spyware-CWS-0c11e37c6bfb5c23fb7fa12a60223d5859fd15fc70c7820641dda799610be79b-8.raw,41,16,10.0,0,213.4146341,1595,38.90243902,8751,218.775,0,863,2929,43,702,740,103,654,122,187,274,45,84,45,0.027898326,0.052076875,0.027898326,61,18559,366,12.2,22,0,23,22,27,24,29,0.349206349,0.0,0.365079365,0.349206349,0.428571429,0.380952381,0.46031746,138,389,221,26,24,116,0,119,86,0,8,Malware
Benign,41,12,13.04670411,0,292.189931,2058,50.20381136,11979,292.189931,0,1073,4177,45,844,1153,106,733,142,415,369,61,99,61,0.030211059,0.048795964,0.030211059,3,4,22,1.376773577,0,0,0,0,4,2,6,0.017603775,0.0,0.017603775,0.017603775,0.113447309,0.065525541,0.143765301,138,395,222,26,27,118,0,122,88,0,8,Benign
Spyware-180solutions-0a1be085c34f1aa455fde9e82e3225ba08e2d760120b3543b75d3381e18a69b5-10.raw,37,15,10.13513514,0,215.1081081,1446,39.08108108,7959,215.1081081,0,627,2815,40,671,664,92,594,113,160,231,44,80,44,0.030157642,0.054832077,0.030157642,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,86,0,8,Malware
Trojan-Emotet-1d589b481a215bb7a6024bed1f0a5de8953877a408b58ccd27836e2e9b88b2fd-8.raw,40,16,9.625,0,203.65,1496,37.4,8146,203.65,0,647,2866,43,691,678,98,604,116,162,232,44,83,44,0.029100529,0.05489418,0.029100529,3,3,18,1.0,2,0,2,2,6,4,8,0.047619048,0.0,0.047619048,0.047619048,0.142857143,0.095238095,0.19047619,138,389,221,26,24,116,0,119,86,0,8,Malware
Spyware-Transponder-0eaa078589105dc03a87a0383271189a3a4f30a7d9951d688837ca15b2c1bb37-8.raw,42,18,9.69047619,0,202.7142857,1594,37.95238095,8514,202.7142857,0,658,2940,45,717,727,102,640,122,175,243,56,97,56,0.034504005,0.059765866,0.034504005,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,389,221,26,24,116,0,119,86,0,8,Malware
Benign,39,12,12.90247951,0,292.1479566,1941,49.76923077,11393,292.1479566,0,1026,4039,43,801,1072,99,723,140,396,329,63,98,63,0.033386328,0.051934287,0.033386328,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.102564103,0.051282051,0.153846154,138,395,222,26,27,118,0,123,88,0,8,Benign
Ransomware-Conti-0b1bbcbecc79cd91a465e3095a64adc39c7bd15a6c29b748264da16a504d1938-8.raw,37,15,10.0,0,214.4594595,1443,39.0,7935,214.4594595,0,620,2809,40,664,659,92,594,113,160,230,42,78,42,0.028846154,0.053571429,0.028846154,3,3,18,1.0,2,0,2,2,6,4,8,0.051282051,0.0,0.051282051,0.051282051,0.153846154,0.102564103,0.205128205,138,389,221,26,24,116,0,118,87,0,8,Malware
Spyware-180solutions-0c9587ad4a8fed3be78a0ef2a2be1824790d05696986bc0103ddb4e51fdc38c8-2.raw,39,15,10.71794872,0,217.8717949,1552,39.79487179,8497,217.8717949,0,642,2970,42,661,778,99,634,120,177,259,47,85,47,0.029411765,0.053191489,0.029411765,3,3,18,1.0,5,0,5,5,9,7,11,0.113636364,0.0,0.113636364,0.113636364,0.204545455,0.159090909,0.25,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,41,12,12.89506714,0,294.4999086,2029,49.48780488,12074,294.4999086,0,1129,4341,45,805,1153,103,735,142,451,337,65,102,65,0.032878098,0.051593323,0.032878098,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,122,88,0,8,Benign
Benign,43,14,12.78986902,0,284.2812139,2104,48.43865898,12351,287.235664,0,1133,4379,47,820,1200,107,748,149,473,343,65,104,65,0.031676413,0.050682261,0.031676413,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.010256023,0.0,0.102325231,0.046034603,0.148359834,138,395,222,26,27,118,0,123,88,0,8,Benign
Ransomware-Conti-00c94d11bd197ba47fc17b9165a681164cecf664a056c28b16832629ea74e8dd-7.raw,37,15,10.08108108,0,215.2432432,1446,39.08108108,7964,215.2432432,0,624,2811,40,672,659,92,596,113,161,230,43,79,43,0.029291553,0.053814714,0.029291553,3,3,18,1.0,3,0,3,3,7,5,9,0.075,0.0,0.075,0.075,0.175,0.125,0.225,138,389,221,26,24,116,0,119,87,0,8,Malware
Spyware-Transponder-0dcb10bb8760428a704587c3976c5c045315cca59333f6f31eb1690f21df8553-1.raw,57,21,8.210526316,0,159.4210526,1716,30.10526316,9100,206.8181818,0,660,3090,47,695,882,109,710,129,188,282,48,91,48,0.027428571,0.052,0.027428571,73,1021,438,12.16666667,13,0,26,13,30,15,32,0.185714286,0.0,0.371428571,0.185714286,0.428571429,0.214285714,0.457142857,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,40,12,12.9607419,0,292.1404946,1985,49.625,11685,292.1404946,0,1111,4093,44,803,1116,101,729,141,431,333,64,100,64,0.033126294,0.051759834,0.033126294,3,4,18,1.5,0,0,0,0,4,2,6,0.019753464,0.0,0.019753464,0.019753464,0.117778118,0.068765791,0.166790444,138,395,222,26,27,118,0,122,88,0,8,Benign
Trojan-Reconyc-3945ee2bc129bc2524750-5.raw,43,17,9.325581395,0,198.5116279,1613,37.51162791,8536,198.5116279,0,664,2980,46,695,713,107,616,123,180,268,49,91,49,0.029643073,0.055051422,0.029643073,3,3,18,1.0,1,0,1,1,5,3,7,0.022727273,0.0,0.022727273,0.022727273,0.113636364,0.068181818,0.159090909,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,46,12,12.01774972,0,272.7862942,2238,48.65217391,12548,272.7862942,0,1090,4477,50,844,1186,113,760,153,432,385,87,130,87,0.038701068,0.057829181,0.038701068,6,7,36,1.2,0,0,0,0,4,2,6,0.009662166,0.0,0.009662166,0.009662166,0.0957785,0.052720333,0.138836667,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,32,13,12.63157838,0,271.0057402,1492,46.64878401,8906,288.6083355,0,676,3141,35,726,773,82,657,125,203,266,46,76,46,0.03139301,0.051034893,0.03139301,2,3,17,1.568369541,0,0,1,0,5,2,7,0.021590381,0.0,0.054946597,0.021590381,0.173977872,0.081106019,0.233493509,138,395,222,26,27,118,0,122,88,0,8,Benign
Trojan-Refroso-b59512866be1f872f3ea730a5a6b474d-4.raw,43,18,9.76744186,0,204.1627907,1685,39.18604651,8779,204.1627907,0,654,3041,46,682,764,108,656,132,181,275,49,91,49,0.028307337,0.052570768,0.028307337,11,57,66,2.2,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023256,0.046511628,0.139534884,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,43,17,10.68311491,0,253.5361259,1922,43.85329342,11118,271.1900902,0,887,3768,46,968,904,104,749,133,354,383,85,124,85,0.043649898,0.0636078,0.043649898,6,8,36,1.5,5,0,8,5,12,7,14,0.111022852,0.0,0.169055613,0.111022852,0.250123358,0.151556725,0.290657231,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,31,11,13.53710866,0,303.0776832,1568,50.26463889,9458,314.1831939,0,734,3201,33,764,831,82,680,123,256,338,55,82,55,0.035757129,0.053349165,0.035757129,3,4,18,1.5,7,0,8,7,12,9,14,0.188786566,0.0,0.217906258,0.188786566,0.321764747,0.240715811,0.373693993,138,395,222,26,27,118,0,123,88,0,8,Benign
Ransomware-Pysa-72e9c201d7bd522548771e7e4f2e4ede522342774079704163b8648048ace5f8-3.raw,41,16,10.12195122,0,210.0,1607,39.19512195,8610,210.0,0,643,3009,44,669,757,103,642,126,181,267,45,85,45,0.027272727,0.051515152,0.027272727,3,3,18,1.0,4,0,4,4,8,6,10,0.088888889,0.0,0.088888889,0.088888889,0.177777778,0.133333333,0.222222222,138,389,221,26,24,116,0,123,87,0,8,Malware
Spyware-Transponder-0f103bbe25e646418c2b8401190a610a2bccda19cba03e078f900b8c53930c27-5.raw,43,17,9.674418605,0,207.9767442,1659,38.58139535,8944,212.952381,0,865,2997,45,689,754,106,662,129,188,285,46,87,46,0.027122642,0.05129717,0.027122642,61,18559,366,12.2,8,0,9,8,13,10,15,0.156862745,0.0,0.176470588,0.156862745,0.254901961,0.196078431,0.294117647,138,389,221,26,24,116,0,122,87,0,8,Malware
Trojan-Refroso-7279334bd5a1a050d8e4e0589200d07e-7.raw,40,17,9.8,0,208.7,1570,39.25,8348,208.7,0,646,2901,43,690,704,103,612,122,176,260,47,86,47,0.029559748,0.05408805,0.029559748,11,59,66,2.2,2,0,2,2,6,4,8,0.047619048,0.0,0.047619048,0.047619048,0.142857143,0.095238095,0.19047619,138,389,221,26,24,116,0,119,86,0,8,Malware
Benign,49,20,11.36734694,0,257.8571429,2228,45.46938776,12635,257.8571429,0,977,4220,55,1095,1136,115,800,145,435,435,94,141,94,0.041391458,0.062087186,0.041391458,9,43,54,1.8,3,0,3,3,7,5,10,0.057692308,0.0,0.057692308,0.057692308,0.134615385,0.096153846,0.192307692,138,392,222,26,24,118,0,126,87,0,8,Benign
Spyware-Transponder-0e3723826a910b91f15769bfd02aa143b8b7852a47c11d00cb6ef484497c28fc-4.raw,43,17,10.02325581,0,209.1627907,1659,38.58139535,8995,214.1666667,0,864,3017,45,689,782,106,662,129,188,284,46,87,46,0.027027027,0.051116334,0.027027027,61,18559,366,12.2,25,0,26,25,30,27,32,0.367647059,0.0,0.382352941,0.367647059,0.441176471,0.397058824,0.470588235,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-Transponder-1b89f1c72b9a32aac1ee1cfd02a860e0c64ba1bd4623cade83dbd17992d055e9-6.raw,39,15,9.897435897,0,210.0769231,1520,38.97435897,8193,210.0769231,0,639,2876,42,660,688,100,598,119,176,255,44,82,44,0.028368794,0.052869117,0.028368794,3,3,18,1.0,7,0,7,7,11,9,13,0.152173913,0.0,0.152173913,0.152173913,0.239130435,0.195652174,0.282608696,138,389,221,26,24,116,0,121,87,0,8,Malware
Benign,40,12,13.34665399,0,304.306692,2088,52.20334601,12172,304.306692,0,1065,4247,44,897,1158,101,757,140,408,398,80,117,80,0.038293385,0.056004076,0.038293385,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign
